name,year_published,min_players,max_players,min_playtime,max_playtime,min_age,categories,mechanics,users_rated,average_rating,weight
Twilight Imperium: Fourth Edition – Prophecy of Kings,2020,3,8,240,480,14,"['Expansion for Base-game', 'Civilization', 'Economic', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Action Drafting', 'Area Majority / Influence', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Once-Per-Game Abilities', 'Trading', 'Turn Order: Claim Action', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",2594,9.18728,4.4043
Sushizock im Gockelwok,2008,2,5,20,20,8,['Dice'],"['Dice Rolling', 'Memory', 'Push Your Luck', 'Set Collection']",2588,6.50478,1.2287
Adventure Games: The Dungeon,2019,1,4,90,90,12,"['Exploration', 'Fantasy', 'Puzzle']","['Cooperative Game', 'Narrative Choice / Paragraph', 'Storytelling']",2583,6.94282,1.6866
Twixt,1962,2,4,30,30,12,['Abstract Strategy'],"['Connections', 'Network and Route Building']",2582,6.60255,2.4949
Carcassonne: Star Wars,2015,2,5,35,35,7,"['Movies / TV / Radio theme', 'Science Fiction']","['Dice Rolling', 'Tile Placement']",2583,6.69297,1.6364
Pergamon,2011,2,4,45,45,10,['Ancient'],"['Set Collection', 'Tile Placement']",2581,6.91317,2.2423
Spirits of the Wild,2018,2,2,30,30,10,"['Abstract Strategy', 'Animals', 'Fantasy']","['Action Retrieval', 'Hand Management', 'Set Collection']",2581,7.34621,1.3824
What the Heck?,1988,2,5,20,20,7,"['Animals', 'Bluffing', 'Card Game']","['Auction: Sealed Bid', 'Bids As Wagers', 'Simultaneous Action Selection']",2576,6.47896,1.1674
Arkwright,2014,2,4,120,240,12,"['Economic', 'Industry / Manufacturing']","['Commodity Speculation', 'Investment', 'Simulation', 'Stock Holding', 'Variable Phase Order', 'Worker Placement']",2575,7.79101,4.5868
Mini Rogue,2020,1,2,30,45,12,"['Adventure', 'Fantasy']","['Dice Rolling', 'Push Your Luck', 'Solo / Solitaire Game']",2575,7.39867,2.0
The Lord of the Rings: The Card Game – Revised Core Set,2022,1,4,30,90,14,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']","['Automatic Resource Growth', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",2577,8.48366,3.5514
Piepmatz,2018,2,4,20,40,12,"['Animals', 'Card Game', 'Number']","['Hand Management', 'Open Drafting', 'Set Collection']",2573,7.00416,2.0909
The Scepter of Zavandor,2004,2,6,90,90,10,"['Economic', 'Fantasy']","['Auction/Bidding', 'Set Collection', 'Variable Player Powers']",2567,6.96143,3.5086
KeyForge: Age of Ascension,2019,2,2,15,45,14,"['Card Game', 'Fantasy', 'Fighting']","['Hand Management', 'Take That']",2570,7.19529,2.7105
Spades,1938,4,4,60,60,10,['Card Game'],"['Predictive Bid', 'Team-Based Game', 'Trick-taking']",2565,6.79143,2.0275
The City of Kings,2018,1,4,45,180,14,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Puzzle']","['Action Points', 'Cooperative Game', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Square Grid', 'Storytelling', 'Variable Player Powers']",2566,7.48766,3.2
Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,2019,2,2,30,60,11,"['Card Game', 'Fantasy', 'Movies / TV / Radio theme']","['Deck, Bag, and Pool Building', 'Open Drafting', 'Take That']",2567,7.16511,1.7727
Axis & Allies: Europe,1999,2,4,210,210,12,"['Wargame', 'World War II']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Team-Based Game']",2565,6.50752,2.8413
Hero Realms: The Ruin of Thandar Campaign Deck,2017,1,5,90,90,12,"['Expansion for Base-game', 'Card Game', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Solo / Solitaire Game']",2559,7.48794,2.4643
Qin,2012,2,4,30,30,8,"['Abstract Strategy', 'Ancient', 'Territory Building']","['Area Majority / Influence', 'Enclosure', 'Hand Management', 'Tile Placement']",2555,6.80051,2.0267
Carcassonne: 20th Anniversary Edition,2021,2,5,35,35,7,"['City Building', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Map Addition', 'Tile Placement']",2559,8.04814,1.8533
Monza,2000,2,6,10,15,5,"[""Children's Game"", 'Dice', 'Racing', 'Sports']","['Dice Rolling', 'Race', 'Roll / Spin and Move', 'Track Movement']",2554,6.61543,1.0508
Queen's Necklace,2003,2,4,30,45,8,"['Age of Reason', 'Bluffing', 'Card Game', 'Novel-based']","['Betting and Bluffing', 'Commodity Speculation', 'Hand Management', 'Set Collection']",2553,6.38613,1.9054
Warhammer Quest,1995,1,4,120,120,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing']",2552,7.49848,2.6882
HeroClix,2002,2,2,60,60,10,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Variable Player Powers']",2553,6.51461,2.8103
Camel Up: Supercup,2015,2,10,30,45,8,"['Animals', 'Dice', 'Expansion for Base-game', 'Racing']","['Betting and Bluffing', 'Dice Rolling', 'Roll / Spin and Move']",2548,7.32591,1.6757
Wits & Wagers Party,2012,4,18,25,25,8,"['Party Game', 'Trivia']",['Betting and Bluffing'],2545,6.89737,1.1091
Botanik,2021,2,2,30,30,12,['Abstract Strategy'],"['Network and Route Building', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Take That', 'Tile Placement']",2548,7.57364,1.7742
Middara: Unintentional Malum – Act 1,2019,1,4,60,60,15,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",2546,8.58953,4.1462
Masons,2006,2,4,45,45,8,"['City Building', 'Medieval']","['Dice Rolling', 'Hand Management']",2539,6.49158,2.134
Catch Phrase!,1994,4,16,30,30,12,"['Party Game', 'Word Game']",['Hot Potato'],2538,6.34689,1.1429
Thanos Rising: Avengers Infinity War,2018,2,4,60,90,10,"['Card Game', 'Comic Book / Strip', 'Dice', 'Movies / TV / Radio theme']","['Cooperative Game', 'Dice Rolling', 'Open Drafting', 'Re-rolling and Locking']",2536,7.07955,2.0
Paranormal Detectives,2019,2,6,30,50,12,"['Deduction', 'Horror', 'Murder/Mystery', 'Party Game']","['Acting', 'Hand Management', 'Line Drawing', 'Pattern Recognition', 'Questions and Answers', 'Variable Player Powers']",2536,6.98243,1.6667
Fortress America,1986,2,4,180,180,12,"['Modern Warfare', 'Science Fiction', 'Wargame']","['Area Movement', 'Dice Rolling', 'Simulation']",2533,6.72352,2.6331
Aquaretto,2008,2,5,45,45,10,['Animals'],"['Set Collection', 'Tile Placement']",2533,6.97426,2.1168
Giants,2008,3,5,90,90,10,['Transportation'],"['Auction/Bidding', 'Network and Route Building', 'Pick-up and Deliver', 'Worker Placement']",2533,6.95607,2.9343
Isla Dorada,2010,3,6,60,60,10,"['Adventure', 'Exploration', 'Negotiation']","['Auction/Bidding', 'Hand Management', 'Open Drafting', 'Point to Point Movement', 'Set Collection']",2534,6.71163,2.1655
Burg Appenzell,2007,2,4,30,30,6,"['Animals', ""Children's Game"", 'Exploration', 'Maze', 'Memory']","['Action Points', 'Grid Movement', 'Map Deformation', 'Memory', 'Set Collection']",2532,6.8608,1.5855
Automania,2015,2,4,60,90,12,"['Economic', 'Industry / Manufacturing']","['Open Drafting', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",2532,7.31762,2.7525
Dragonfire,2017,2,6,60,90,13,"['Card Game', 'Fantasy']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Hand Management', 'Legacy Game', 'Open Drafting', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']",2531,7.07328,3.2386
On the Underground,2006,2,5,60,60,7,"['Trains', 'Transportation']",['Network and Route Building'],2529,6.90028,2.4396
Rurik: Dawn of Kiev,2019,1,4,60,120,13,"['Medieval', 'Miniatures', 'Territory Building']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Contracts', 'End Game Bonuses', 'Open Drafting', 'Selection Order Bid', 'Solo / Solitaire Game', 'Take That', 'Variable Player Powers']",2526,7.72569,3.087
Architects of the West Kingdom: Age of Artisans,2020,1,6,60,80,12,"['City Building', 'Expansion for Base-game', 'Medieval']","['Open Drafting', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",2525,8.06297,2.8657
Zombicide: Black Plague – Wulfsburg,2016,1,10,60,60,14,"['Expansion for Base-game', 'Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']",2525,8.01855,2.4545
Dominion: Empires,2016,2,4,30,30,14,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting']",2519,8.3715,2.8056
Viticulture: Moor Visitors Expansion,2016,1,6,45,90,13,"['Economic', 'Expansion for Base-game', 'Farming']","['Hand Management', 'Worker Placement']",2518,7.99451,2.7097
The Pillars of the Earth: Expansion Set,2007,2,6,120,120,12,"['Economic', 'Expansion for Base-game', 'Medieval', 'Novel-based']",['Worker Placement'],2513,7.62755,2.8325
Careers,1955,2,6,60,60,8,['Economic'],"['Dice Rolling', 'Paper-and-Pencil', 'Roll / Spin and Move', 'Track Movement', 'Variable Player Powers']",2512,5.8624,1.4909
Timeline,2012,2,8,15,15,8,"['Card Game', 'Educational', 'Trivia']",[],2510,6.49375,1.1395
HITSTER,2022,2,10,30,30,16,"['Card Game', 'Music', 'Party Game', 'Print & Play', 'Trivia']",[],2522,7.65615,1.0
Rallyman,2009,1,4,45,45,9,"['Racing', 'Sports']","['Dice Rolling', 'Modular Board', 'Push Your Luck', 'Race', 'Simulation', 'Solo / Solitaire Game']",2508,7.19015,2.1611
Catan Histories: Settlers of America – Trails to Rails,2010,3,4,120,120,12,"['Civilization', 'Exploration', 'Negotiation', 'Trains']","['Dice Rolling', 'Hand Management', 'Network and Route Building', 'Trading']",2508,6.773,2.6803
Dixit: Daydreams,2014,3,6,30,30,8,"['Expansion for Base-game', 'Bluffing', 'Card Game', 'Humor', 'Party Game']","['Simultaneous Action Selection', 'Storytelling', 'Voting']",2509,7.62968,1.1636
Trek 12: Himalaya,2020,1,50,15,30,8,"['Adventure', 'Dice', 'Sports']","['Chaining', 'Dice Rolling', 'Once-Per-Game Abilities', 'Paper-and-Pencil']",2508,6.81972,1.4677
The City,2011,2,5,30,30,10,"['Card Game', 'City Building']","['Hand Management', 'Income', 'Multi-Use Cards', 'Race', 'Simultaneous Action Selection', 'Tags']",2502,6.52464,1.5562
Bottom of the 9th,2015,1,2,5,20,13,"['Bluffing', 'Deduction', 'Dice', 'Real-time', 'Sports']","['Dice Rolling', 'Push Your Luck', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",2501,6.71585,1.7333
Otys,2017,1,4,60,60,14,['Science Fiction'],"['Action Queue', 'Contracts', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement']",2502,6.95412,2.8621
Palazzo,2005,2,4,60,60,10,['Renaissance'],"['Auction/Bidding', 'Hand Management', 'Set Collection']",2500,6.54121,2.0618
Sea of Clouds,2016,2,4,45,45,10,"['Card Game', 'Pirates']","['Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Push Your Luck', 'Set Collection']",2497,6.64572,1.7091
Petrichor,2018,1,4,20,80,14,"['Environmental', 'Farming']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Voting']",2500,6.91459,3.022
Take 5!,1998,2,6,60,60,10,"['Card Game', 'Number']",['Hand Management'],2498,6.55729,1.4615
ALIEN: Fate of the Nostromo,2021,1,5,45,60,10,"['Horror', 'Movies / TV / Radio theme']","['Action Points', 'Cooperative Game', 'Pick-up and Deliver', 'Variable Player Powers']",2498,7.07731,1.9775
Machi Koro: Millionaire's Row,2014,2,4,30,30,10,"['Card Game', 'City Building', 'Dice', 'Expansion for Base-game']","['Dice Rolling', 'Set Collection']",2494,6.72967,1.7719
Super Fantasy Brawl,2022,2,4,30,40,14,"['Fantasy', 'Miniatures', 'Wargame']","['Area Majority / Influence', 'Card Play Conflict Resolution', 'Deck Construction', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Team-Based Game', 'Variable Player Powers']",2497,7.60625,2.2533
13 Dead End Drive,1993,2,4,45,45,9,"['Bluffing', 'Deduction', 'Murder/Mystery']","['Grid Movement', 'Roll / Spin and Move', 'Take That']",2494,6.09131,1.3759
Tokaido: Crossroads,2013,2,5,45,45,8,"['Expansion for Base-game', 'Travel']","['Point to Point Movement', 'Set Collection', 'Turn Order: Time Track', 'Variable Player Powers', 'Worker Placement']",2492,7.46684,1.869
Marvel Heroes,2006,2,4,120,120,12,"['Comic Book / Strip', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']",2490,6.3671,3.0727
Eldritch Horror: Under the Pyramids,2015,1,8,180,0,14,"['Expansion for Base-game', 'Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']",2492,8.37357,3.1053
Sid Meier's Civilization: The Board Game – Fame and Fortune,2011,2,5,180,180,14,"['Civilization', 'Expansion for Base-game', 'Exploration', 'Negotiation', 'Video Game Theme']","['Grid Movement', 'Hand Management', 'Modular Board', 'Rock-Paper-Scissors', 'Simultaneous Action Selection', 'Trading', 'Variable Player Powers']",2487,8.02191,3.7792
Encyclopedia,2022,1,4,60,120,14,"['Animals', 'Exploration']","['Set Collection', 'Solo / Solitaire Game', 'Worker Placement with Dice Workers']",2489,7.40983,3.0
Zombies!!! 2: Zombie Corps(e),2002,2,6,60,120,16,"['Expansion for Base-game', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Zombies']","['Modular Board', 'Roll / Spin and Move', 'Tile Placement']",2484,6.02051,1.6257
Troyes Dice,2020,1,10,20,30,12,"['Dice', 'Medieval']","['Dice Rolling', 'Paper-and-Pencil']",2487,7.01116,2.3014
Underwater Cities: New Discoveries,2019,1,4,100,180,14,"['Card Game', 'City Building', 'Civilization', 'Expansion for Base-game', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['Hand Management', 'Modular Board', 'Network and Route Building', 'Worker Placement']",2480,8.47471,3.7021
Atiwa,2022,1,4,30,120,12,"['Animals', 'Economic', 'Educational', 'Environmental', 'Farming', 'Territory Building']","['Automatic Resource Growth', 'End Game Bonuses', 'Modular Board', 'Turn Order: Claim Action', 'Worker Placement']",2475,7.49292,2.7091
Manoeuvre,2008,2,2,60,60,12,"['Napoleonic', 'Wargame']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Square Grid', 'Variable Player Powers']",2470,7.28547,2.1153
Netrunner,1996,2,2,45,45,10,"['Card Game', 'Collectible Components', 'Science Fiction']",['Action Points'],2468,7.44011,2.9336
Tiny Epic Mechs,2019,1,4,30,60,14,"['Fighting', 'Science Fiction']","['Action Queue', 'Area Majority / Influence', 'Grid Movement', 'Modular Board', 'Programmed Movement', 'Rock-Paper-Scissors', 'Solo / Solitaire Game', 'Take That', 'Variable Player Powers', 'Worker Placement']",2469,6.70933,2.5102
Dale of Merchants 2,2016,2,4,30,30,10,"['Animals', 'Card Game', 'Fantasy', 'Print & Play']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Set Collection', 'Take That', 'Team-Based Game']",2467,7.29463,2.0727
Secrets,2017,4,8,15,35,10,"['Bluffing', 'Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents']","['Advantage Token', 'Open Drafting', 'Push Your Luck', 'Tags', 'Take That', 'Team-Based Game']",2465,6.43583,1.5
DinoGenics,2019,1,5,90,120,14,"['Science Fiction', 'Territory Building']","['Dice Rolling', 'Events', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement']",2468,7.60369,2.9277
Agra,2017,2,4,90,120,12,['Industry / Manufacturing'],"['Area Majority / Influence', 'Trading', 'Worker Placement']",2463,7.2965,4.3407
Gang of Four,1990,3,4,40,40,8,"['Card Game', 'Political']","['Hand Management', 'Ladder Climbing', 'Set Collection']",2462,6.62026,1.8619
Shadows of Brimstone: Swamps of Death,2014,1,4,90,180,12,"['Adventure', 'American West', 'Exploration', 'Fantasy', 'Horror', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Variable Player Powers']",2461,8.03329,3.4023
Trickerion: Collector's Edition,2019,1,4,60,180,14,['Post-Napoleonic'],"['Action Points', 'Action Queue', 'Catch the Leader', 'Dice Rolling', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement', 'Worker Placement, Different Worker Types']",2458,8.76257,4.521
Kingdomino Origins,2021,2,4,20,40,8,"['Abstract Strategy', 'City Building', 'Prehistoric', 'Territory Building']","['Open Drafting', 'Tile Placement']",2460,7.49569,1.9286
Big City,1999,2,5,60,60,10,['City Building'],"['Hand Management', 'Modular Board', 'Tile Placement']",2455,6.8577,2.2146
Smash Up: The Big Geeky Box,2014,2,4,45,0,12,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Humor', 'Pirates', 'Prehistoric', 'Science Fiction', 'Spies/Secret Agents', 'Zombies']","['Area Majority / Influence', 'Hand Management', 'Take That', 'Variable Player Powers']",2453,7.21718,2.3235
Faiyum,2020,1,5,110,140,12,"['Ancient', 'City Building', 'Economic', 'Farming']","['Action Retrieval', 'Deck, Bag, and Pool Building', 'Hand Management', 'Hexagon Grid', 'Network and Route Building', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement']",2456,7.48341,3.0588
Vampire: The Eternal Struggle,1994,2,5,120,120,13,"['Bluffing', 'Card Game', 'Collectible Components', 'Fighting', 'Horror', 'Political']","['Acting', 'Deck Construction', 'Hand Management', 'Multi-Use Cards', 'Negotiation', 'Player Elimination', 'Voting']",2451,7.25046,3.4126
CloudAge,2020,1,4,60,100,10,"['Adventure', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Push Your Luck', 'Scenario / Mission / Campaign Game']",2453,7.22017,2.8378
The Game of Things,2002,4,15,45,45,14,"['Deduction', 'Humor', 'Memory', 'Party Game']","['Memory', 'Paper-and-Pencil']",2447,6.07964,1.2065
Tower of Babel,2005,3,5,45,45,10,"['Ancient', 'Mythology']","['Area Majority / Influence', 'Auction/Bidding', 'Hand Management', 'Set Collection']",2446,6.64766,2.3289
Battle Masters,1992,2,2,60,60,9,"['Fantasy', 'Fighting', 'Miniatures', 'Wargame']","['Chit-Pull System', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hexagon Grid', 'Turn Order: Random', 'Variable Phase Order', 'Variable Player Powers']",2447,6.34293,1.8641
"Unmatched: Battle of Legends, Volume Two",2021,2,4,20,40,9,"['Card Game', 'Fantasy', 'Fighting', 'Horror', 'Mythology', 'Novel-based']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",2450,8.27929,2.0312
Twilight Imperium: Third Edition – Shards of the Throne,2011,3,8,180,240,14,"['Civilization', 'Expansion for Base-game', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Area-Impulse', 'Dice Rolling', 'Hexagon Grid', 'Modular Board', 'Tile Placement', 'Trading', 'Variable Player Powers', 'Voting']",2443,8.61777,4.3245
Pax Renaissance,2016,2,4,60,120,12,"['Educational', 'Pike and Shot', 'Religious', 'Renaissance']","['Action Points', 'Auction: Dutch', 'Increase Value of Unchosen Resources', 'Market', 'Open Drafting', 'Simulation']",2442,7.98048,4.4658
Machi Koro: Deluxe Edition,2015,2,5,30,30,10,"['Card Game', 'City Building', 'Dice']","['Dice Rolling', 'Open Drafting']",2441,7.03513,1.7534
Sun Tzu,2005,2,2,30,30,10,['Ancient'],"['Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Force Commitment', 'Simultaneous Action Selection', 'Tug of War', 'Variable Set-up']",2440,7.05439,2.0959
Mythos Tales,2016,1,10,60,120,13,"['Deduction', 'Horror', 'Murder/Mystery', 'Novel-based']","['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']",2439,7.34942,2.1364
La Granja: No Siesta,2016,1,4,30,45,10,"['Dice', 'Farming']","['Dice Rolling', 'Open Drafting', 'Paper-and-Pencil']",2438,6.78109,2.1892
Ticket to Ride: First Journey (U.S.),2016,2,4,15,30,6,"[""Children's Game"", 'Trains']","['Hand Management', 'Network and Route Building', 'Set Collection']",2437,6.86302,1.4222
Star Wars Customizable Card Game,1995,2,2,60,60,9,"['Card Game', 'Collectible Components', 'Movies / TV / Radio theme', 'Science Fiction']","['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Multi-Use Cards', 'Variable Player Powers']",2434,6.74883,3.1682
Piece o' Cake,2008,2,5,20,20,8,[],"['Area Majority / Influence', 'I Cut, You Choose', 'Set Collection']",2431,6.63614,1.3554
Pax Renaissance: 2nd Edition,2021,1,4,60,120,12,"['Pike and Shot', 'Religious', 'Renaissance']","['Action Points', 'Increase Value of Unchosen Resources', 'Market', 'Open Drafting', 'Simulation']",2435,8.48359,4.62
Nothing Personal,2013,3,5,120,120,8,"['Mafia', 'Negotiation']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Take That']",2426,7.02753,2.7818
Gloomhaven: Forgotten Circles,2019,1,4,60,120,14,"['Expansion for Base-game', 'Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Variable Player Powers']",2427,7.74353,4.2727
Kingsport Festival,2014,3,5,90,90,12,"['Dice', 'Fantasy', 'Horror', 'Novel-based']","['Dice Rolling', 'Worker Placement', 'Worker Placement with Dice Workers']",2426,6.65387,2.6122
Munchkin Fu,2003,3,6,90,90,10,"['Card Game', 'Fighting', 'Humor']","['Dice Rolling', 'Trading', 'Variable Player Powers']",2423,5.8661,1.7378
Juicy Fruits,2021,1,4,20,50,8,"['Economic', 'Farming']","['Area Movement', 'Contracts', 'Grid Movement', 'Tile Placement']",2425,7.02779,2.0317
Historia,2014,1,6,120,120,12,['Civilization'],"['Action Retrieval', 'Area Majority / Influence', 'Hand Management', 'Simultaneous Action Selection']",2421,6.8725,3.0982
Lockup: A Roll Player Tale,2019,1,5,45,90,10,['Fantasy'],"['Area Majority / Influence', 'Auction Compensation', 'Auction: Multiple Lot', 'Secret Unit Deployment', 'Set Collection', 'Worker Placement']",2416,7.35071,2.431
Eldritch Horror: Signs of Carcosa,2016,1,8,120,240,14,"['Expansion for Base-game', 'Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']","['Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']",2417,8.33258,3.12
1812: The Invasion of Canada,2012,2,5,90,90,10,"['American Indian Wars', 'Educational', 'Napoleonic', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Team-Based Game', 'Variable Player Powers']",2414,7.33637,2.1823
The River,2018,2,4,30,45,8,['Exploration'],"['Contracts', 'Tile Placement', 'Worker Placement']",2414,6.60023,1.9661
Machi Koro Legacy,2019,2,4,30,45,10,"['City Building', 'Dice']","['Dice Rolling', 'Legacy Game', 'Random Production', 'Scenario / Mission / Campaign Game']",2415,6.89131,1.8864
Palastgeflüster,2007,3,5,45,45,10,"['Bluffing', 'Card Game', 'Medieval']","['Hand Management', 'Set Collection']",2413,6.78713,1.6446
Unmatched: Jurassic Park – InGen vs Raptors,2020,2,2,20,40,14,"['Animals', 'Card Game', 'Fantasy', 'Fighting', 'Movies / TV / Radio theme']","['Action Points', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Hand Management', 'Line of Sight', 'Point to Point Movement', 'Take That', 'Variable Player Powers']",2419,8.12709,2.0
Um Reifenbreite,1979,2,4,60,90,8,"['Racing', 'Sports']","['Hand Management', 'Roll / Spin and Move']",2412,6.77974,1.9598
Heroscape Master Set: Swarm of the Marro,2007,2,4,60,60,8,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Modular Board']",2409,7.64292,2.2672
The Golden Ages,2014,2,4,60,90,12,"['Civilization', 'Territory Building']","['Action Points', 'Area Majority / Influence', 'End Game Bonuses', 'Modular Board', 'Open Drafting', 'Square Grid', 'Tile Placement']",2410,7.26179,2.8992
The Rich and the Good,2008,3,5,45,45,10,['Economic'],"['Hand Management', 'Investment', 'Market', 'Neighbor Scope', 'Player Elimination', 'Stock Holding']",2408,7.14514,2.1517
Summoner Wars: Guild Dwarves vs Cave Goblins,2009,2,4,30,30,9,"['Card Game', 'Fantasy', 'Fighting']","['Dice Rolling', 'Grid Movement', 'Hand Management', 'Variable Player Powers']",2408,7.55677,2.2319
Unlock!: Epic Adventures,2019,1,6,60,60,10,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Real-Time', 'Scenario / Mission / Campaign Game']",2405,7.7132,2.1579
Warhammer Quest,1995,1,4,120,120,12,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing']",2552,7.49848,2.6882
HeroClix,2002,2,2,60,60,10,"['Collectible Components', 'Comic Book / Strip', 'Dice', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Variable Player Powers']",2553,6.51461,2.8103
Camel Up: Supercup,2015,2,10,30,45,8,"['Animals', 'Dice', 'Expansion for Base-game', 'Racing']","['Betting and Bluffing', 'Dice Rolling', 'Roll / Spin and Move']",2548,7.32591,1.6757
Wits & Wagers Party,2012,4,18,25,25,8,"['Party Game', 'Trivia']",['Betting and Bluffing'],2545,6.89737,1.1091
Botanik,2021,2,2,30,30,12,['Abstract Strategy'],"['Network and Route Building', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Take That', 'Tile Placement']",2548,7.57364,1.7742
Middara: Unintentional Malum – Act 1,2019,1,4,60,60,15,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",2546,8.58953,4.1462
Masons,2006,2,4,45,45,8,"['City Building', 'Medieval']","['Dice Rolling', 'Hand Management']",2539,6.49158,2.134
Catch Phrase!,1994,4,16,30,30,12,"['Party Game', 'Word Game']",['Hot Potato'],2538,6.34689,1.1429
